0,1,ID,greek_letter,constellation,RA_hour,RA_min,RA_sec,dec_deg,dec_min,dec_sec,magnitude
319.64458333333334,62.58555555555556,8162,alf,Cep,21,18,34.7,62,35,8,2.45
311.55249999999995,33.97027777777778,7949,eps,Cyg,20,46,12.6,33,58,13,2.46
14.176666666666668,60.71666666666667,264,gam,Cas,0,56,42.4,60,43,0,2.47
346.19,15.205277777777777,8781,alf,Peg,23,4,45.6,15,12,19,2.48
140.52833333333334,-54.989444444444445,3734,kap,Vel,9,22,6.8,-55,0,38,2.5
45.569583333333334,4.089722222222222,911,alf,Cet,3,2,16.7,4,5,23,2.53
208.88458333333332,-46.711666666666666,5231,zet,Cen,13,55,32.3,-47,17,18,2.55
168.52666666666664,20.52361111111111,4357,del,Leo,11,14,6.4,20,31,25,2.56
249.2891666666667,-9.432777777777778,6175,zet,Oph,16,37,9.4,-10,34,2,2.56
83.18208333333334,-16.177777777777777,1865,alf,Lep,5,32,43.7,-17,49,20,2.57
183.95125,-16.458055555555553,4662,gam,Crv,12,15,48.3,-17,32,31,2.58
241.35874999999996,-18.19472222222222,5984,bet1,Sco,16,5,26.1,-19,48,19,2.58
285.65250000000003,-28.119722222222222,7194,zet,Sgr,19,2,36.6,-29,52,49,2.59
182.08958333333334,-49.27777777777778,4621,del,Cen,12,8,21.5,-50,43,20,2.6
154.99291666666667,19.841666666666665,4057,gam1,Leo,10,19,58.3,19,50,30,2.61
89.92999999999999,37.212500000000006,2095,tet,Aur,5,59,43.2,37,12,45,2.62
229.25125,-8.616944444444444,5685,bet,Lib,15,17,0.3,-9,22,59,2.62
188.59666666666666,-22.603333333333335,4786,bet,Crv,12,34,23.2,-23,23,48,2.64
28.65958333333333,20.808055555555555,553,bet,Ari,1,54,38.3,20,48,29,2.65
84.91208333333334,-33.92583333333333,1956,alf,Col,5,39,38.9,-34,4,27,2.65
236.06666666666666,6.4255555555555555,5854,alf,Ser,15,44,16,6,25,32,2.65
21.45375,60.23527777777778,403,del,Cas,1,25,48.9,60,14,7,2.68
208.67083333333332,18.397777777777776,5235,eta,Boo,13,54,41,18,23,52,2.68
224.6325,-42.86611111111111,5571,bet,Lup,14,58,31.8,-43,8,2,2.68
262.6904166666667,-36.704166666666666,6508,ups,Sco,17,30,45.7,-37,17,45,2.68
74.24833333333333,33.16611111111111,1577,iot,Aur,4,56,59.6,33,9,58,2.69
161.69208333333336,-48.580000000000005,4216,mu,Vel,10,46,46.1,-49,25,12,2.69
109.28541666666666,-36.902499999999996,2773,pi,Pup,7,17,8.5,-37,5,51,2.7
189.29583333333335,-68.86444444444444,4798,alf,Mus,12,37,11,-69,8,8,2.7
221.24624999999997,27.074166666666667,5506,eps,Boo,14,44,59.1,27,4,27,2.7
275.24833333333333,-28.171944444444446,6859,del,Sgr,18,20,59.6,-29,49,41,2.7
296.5645833333333,10.613333333333333,7525,gam,Aql,19,46,15.5,10,36,48,2.72
200.14875,-35.28777777777778,5028,iot,Cen,13,20,35.7,-36,42,44,2.73
245.99708333333334,61.51416666666667,6132,eta,Dra,16,23,59.3,61,30,51,2.74
222.7191666666667,-15.958055555555555,5531,alf2,Lib,14,50,52.6,-16,2,31,2.75
243.58583333333334,-2.3055555555555554,6056,del,Oph,16,14,20.6,-3,41,40,2.75
83.85791666666665,-4.09,1899,iot,Ori,5,35,25.9,-5,54,36,2.76
160.73916666666668,-63.605555555555554,4199,tet,Car,10,42,57.4,-64,23,40,2.77
247.55458333333334,21.489444444444445,6148,bet,Her,16,30,13.1,21,29,22,2.77
233.78458333333333,-40.833333333333336,5776,gam,Lup,15,35,8.3,-41,10,0,2.78
265.86791666666664,4.567222222222222,6603,bet,Oph,17,43,28.3,4,34,2,2.78
6.438750000000001,-76.74555555555555,98,bet,Hyi,0,25,45.3,-77,15,16,2.79
76.96208333333333,-4.913611111111112,1666,bet,Eri,5,7,50.9,-5,5,11,2.79
183.78583333333333,-57.25111111111111,4656,del,Cru,12,15,8.6,-58,44,56,2.79
195.54375,10.959166666666667,4932,eps,Vir,13,2,10.5,10,57,33,2.79
121.88583333333334,-23.695833333333333,3185,ro,Pup,8,7,32.6,-24,18,15,2.81
248.97041666666664,-27.78388888888889,6165,tau,Sco,16,35,52.9,-28,12,58,2.81
250.32125000000002,31.602777777777778,6212,zet,Her,16,41,17.1,31,36,10,2.81
262.6075,52.30138888888889,6536,bet,Dra,17,30,25.8,52,18,5,2.81
276.9920833333333,-24.578333333333333,6913,lam,Sgr,18,27,58.1,-25,25,18,2.81
326.75958333333335,-15.872777777777777,8322,del,Cap,21,47,2.3,-16,7,38,2.83
3.3087500000000003,15.18361111111111,39,gam,Peg,0,13,14.1,15,11,1,2.84
82.06125,-19.240555555555556,1829,bet,Lep,5,28,14.7,-20,45,34,2.84
58.532916666666665,31.88361111111111,1203,zet,Per,3,54,7.9,31,53,1,2.85
238.78499999999997,-62.56944444444445,5897,bet,TrA,15,55,8.4,-63,25,50,2.85
261.32458333333335,-54.47027777777778,6461,bet,Ara,17,25,17.9,-55,31,47,2.85
29.6925,-60.43,591,alf,Hyi,1,58,46.2,-61,34,12,2.86
334.62541666666664,-59.74027777777778,8502,alf,Tuc,22,18,30.1,-60,15,35,2.86
56.87083333333333,24.105,1165,eta,Tau,3,47,29,24,6,18,2.87
95.74,22.51361111111111,2286,mu,Gem,6,22,57.6,22,30,49,2.87
296.24333333333334,45.130833333333335,7528,del,Cyg,19,44,58.4,45,7,51,2.87
194.00666666666666,38.318333333333335,4915,alf2,CVn,12,56,1.6,38,19,6,2.88
245.29666666666668,-24.407222222222224,6084,sig,Sco,16,21,11.2,-25,35,34,2.88
287.44041666666664,-20.97638888888889,7264,pi,Sgr,19,9,45.7,-21,1,25,2.88
59.46333333333334,40.01027777777778,1220,eps,Per,3,57,51.2,40,0,37,2.89
111.78750000000001,8.289166666666667,2845,bet,CMi,7,27,9,8,17,21,2.89
229.72750000000002,-67.32055555555556,5671,gam,TrA,15,18,54.6,-68,40,46,2.89
322.88916666666665,-4.428888888888889,8232,bet,Aqr,21,31,33.4,-5,34,16,2.89
239.7125,-25.88583333333333,5944,pi,Sco,15,58,51,-26,6,51,2.91
46.198750000000004,53.506388888888885,915,gam,Per,3,4,47.7,53,30,23,2.93
102.48375,-49.38527777777777,2553,tau,Pup,6,49,56.1,-50,36,53,2.93
59.507083333333334,-12.491388888888888,1231,gam,Eri,3,58,1.7,-13,30,31,2.94
187.4658333333333,-15.484444444444444,4757,del,Crv,12,29,51.8,-16,30,56,2.94
331.4454166666667,0.3197222222222222,8414,alf,Aqr,22,5,46.9,0,19,11,2.94
262.96,-48.123888888888885,6510,alf,Ara,17,31,50.4,-49,52,34,2.95
340.75041666666664,30.22138888888889,8650,eta,Peg,22,43,0.1,30,13,17,2.95
146.77541666666667,-64.92833333333334,3890,ups,Car,9,47,6.1,-65,4,18,2.96
100.98291666666667,25.13111111111111,2473,eps,Gem,6,43,55.9,25,7,52,2.98
146.4625,23.774166666666666,3873,eps,Leo,9,45,51,23,46,27,2.98
182.53083333333333,-21.380277777777778,4630,eps,Crv,12,10,7.4,-22,37,11,2.98
75.49208333333333,43.82333333333334,1605,eps,Aur,5,1,58.1,43,49,24,2.99
271.45166666666665,-29.575833333333332,6746,gam2,Sgr,18,5,48.4,-30,25,27,2.99
286.3520833333333,13.863333333333333,7235,zet,Aql,19,5,24.5,13,51,48,2.99
32.385416666666664,34.98722222222222,622,bet,Tri,2,9,32.5,34,59,14,3
199.73,-22.828333333333333,5020,gam,Hya,13,18,55.2,-23,10,18,3
55.73083333333334,47.7875,1122,del,Per,3,42,55.4,47,47,15,3.01
105.75583333333333,-22.166666666666668,2653,omi2,CMa,7,3,1.4,-23,50,0,3.01
167.4154166666667,44.498333333333335,4335,psi,UMa,11,9,39.7,44,29,54,3.01
328.4816666666667,-36.635,8353,gam,Gru,21,53,55.6,-37,21,54,3.01
95.07791666666665,-29.936666666666667,2282,zet,CMa,6,20,18.7,-30,3,48,3.02
218.01916666666668,38.308055555555555,5435,gam,Boo,14,32,4.6,38,18,29,3.02
84.41083333333334,21.1425,1910,zet,Tau,5,37,38.6,21,8,33,3.03
266.89583333333337,-39.87305555555555,6615,iot1,Sco,17,47,35,-40,7,37,3.03
207.40374999999997,-41.526111111111106,5193,mu,Cen,13,49,36.9,-42,28,26,3.04
252.96708333333333,-37.9525,6247,mu1,Sco,16,51,52.1,-38,2,51,3.04
34.83624999999999,-1.0225,681,omi,Cet,2,19,20.7,-2,58,39,3.05
155.58208333333334,41.49944444444444,4069,mu,UMa,10,22,19.7,41,29,58,3.05
230.18166666666667,71.83388888888888,5735,gam,UMi,15,20,43.6,71,50,2,3.05
191.5704166666667,-67.89194444444445,4844,bet,Mus,12,46,16.9,-68,6,29,3.06
288.1379166666666,67.66166666666668,7310,del,Dra,19,12,33.1,67,39,42,3.07
305.2525,-13.21861111111111,7776,bet,Cap,20,21,0.6,-14,46,53,3.08
133.84833333333333,5.945555555555556,3547,zet,Hya,8,55,23.6,5,56,44,3.1
162.40583333333333,-15.806388888888888,4232,nu,Hya,10,49,37.4,-16,11,37,3.11
274.40625000000006,-35.23833333333334,6832,eta,Sgr,18,17,37.5,-36,45,42,3.11
309.39166666666665,-46.70861111111111,7869,alf,Ind,20,37,34,-47,17,29,3.11
87.73958333333333,-34.23166666666667,2040,bet,Col,5,50,57.5,-35,46,6,3.12
142.8054166666667,-56.96555555555556,3803,,,9,31,13.3,-57,2,4,3.13
173.945,-62.98027777777778,4467,lam,Cen,11,35,46.8,-63,1,11,3.13
224.79,-41.89583333333333,5576,kap,Cen,14,59,9.6,-42,6,15,3.13
254.65458333333328,-54.01,6285,zet,Ara,16,58,37.1,-55,59,24,3.13
258.7575,24.839166666666664,6410,del,Her,17,15,1.8,24,50,21,3.13
134.80166666666665,48.041666666666664,3569,iot,UMa,8,59,12.4,48,2,30,3.14
140.26333333333332,34.3925,3705,alf,Lyn,9,21,3.2,34,23,33,3.14
292.68,27.959722222222222,7417,bet1,Cyg,19,30,43.2,27,57,35,3.14
281.41375,-25.009166666666665,7039,phi,Sgr,18,45,39.3,-26,59,27,3.16
99.44000000000001,-42.80416666666667,2451,nu,Pup,6,37,45.6,-43,11,45,3.17
257.19625,65.71472222222222,6396,zet,Dra,17,8,47.1,65,42,53,3.17
72.45958333333333,6.961388888888889,1543,pi3,Ori,4,49,50.3,6,57,41,3.18
76.62833333333333,41.23444444444444,1641,eta,Aur,5,6,30.8,41,14,4,3.18
76.365,-21.628888888888888,1654,eps,Lep,5,5,27.6,-22,22,16,3.18
143.21375,51.67722222222222,3775,tet,UMa,9,32,51.3,51,40,38,3.18
258.76125,36.80916666666666,6418,pi,Her,17,15,2.7,36,48,33,3.18
220.62625,-63.02472222222222,5463,alf,Cir,14,42,30.3,-64,58,31,3.19
254.41666666666669,9.375,6299,kap,Oph,16,57,40,9,22,30,3.2
226.01708333333332,-24.718055555555555,5603,sig,Lib,15,4,4.1,-25,16,55,3.21
267.46416666666664,-36.95666666666667,6630,,,17,49,51.4,-37,2,36,3.21
318.23375,30.22694444444444,8115,zet,Cyg,21,12,56.1,30,13,37,3.21
354.83666666666664,77.6325,8974,gam,Cep,23,39,20.8,77,37,57,3.21
230.3425,-39.352222222222224,5695,del,Lup,15,21,22.2,-40,38,52,3.22
302.8258333333333,0.8213888888888888,7710,tet,Aql,20,11,18.2,0,49,17,3.22
244.58,-3.3074999999999997,6075,eps,Oph,16,18,19.2,-4,41,33,3.23
322.1645833333333,70.56083333333333,8238,bet,Cep,21,28,39.5,70,33,39,3.23
56.81041666666667,-73.76083333333334,1208,gam,Hyi,3,47,14.5,-74,14,21,3.24
284.73541666666665,32.68944444444444,7178,gam,Lyr,18,58,56.5,32,41,22,3.24
112.3075,-42.69861111111111,2878,sig,Pup,7,29,13.8,-43,18,5,3.25
275.32708333333335,-1.1011111111111112,6869,eta,Ser,18,21,18.5,-2,53,56,3.25
260.5020833333333,-23.000555555555554,6453,tet,Oph,17,22,0.5,-24,59,58,3.26
68.49916666666665,-54.955000000000005,1465,alf,Dor,4,33,59.8,-55,2,42,3.27
102.0475,-60.05861111111111,2550,alf,Pic,6,48,11.4,-61,56,29,3.27
9.831666666666667,30.861111111111114,165,del,And,0,39,19.6,30,51,40,3.28
93.71916666666667,22.506666666666668,2216,eta,Gem,6,14,52.6,22,30,24,3.28
211.5925,-25.317777777777778,5287,pi,Hya,14,6,22.2,-26,40,56,3.28
343.6620833333333,-14.179166666666667,8709,del,Aqr,22,54,38.9,-15,49,15,3.28
78.2325,-15.794444444444444,1702,mu,Lep,5,12,55.8,-16,12,20,3.29
231.23166666666668,58.965833333333336,5744,iot,Dra,15,24,55.6,58,57,57,3.29
16.520833333333336,-45.28111111111111,322,bet,Phe,1,6,5,-46,43,8,3.3
117.32333333333332,-23.140277777777776,3045,xi,Pup,7,49,17.6,-24,51,35,3.3
183.85625000000002,57.0325,4660,del,UMa,12,15,25.5,57,1,57,3.31
286.7345833333334,-26.329444444444444,7234,tau,Sgr,19,6,56.3,-27,40,14,3.31
158.00583333333333,-60.31472222222222,4140,,,10,32,1.4,-61,41,7,3.32
153.43458333333334,-69.96222222222222,4037,omg,Car,10,13,44.3,-70,2,16,3.33
258.03791666666666,-42.76083333333333,6380,eta,Sco,17,12,9.1,-43,14,21,3.34
261.34791666666666,-55.6225,6462,gam,Ara,17,25,23.5,-56,22,39,3.34
269.75625,-8.226388888888888,6698,nu,Oph,17,59,1.5,-9,46,25,3.34
63.606249999999996,-61.526111111111106,1336,alf,Ret,4,14,25.5,-62,28,26,3.35
81.11916666666667,-1.6030555555555557,1788,eta,Ori,5,24,28.6,-2,23,49,3.35
168.5595833333333,15.429444444444444,4359,tet,Leo,11,14,14.3,15,25,46,3.35
332.71333333333337,58.20138888888889,8465,zet,Cep,22,10,51.2,58,12,5,3.35
101.32208333333334,12.895555555555555,2484,xi,Gem,6,45,17.3,12,53,44,3.36
291.37416666666667,3.1147222222222224,7377,del,Aql,19,25,29.8,3,6,53,3.36
28.598333333333333,63.67027777777778,542,eps,Cas,1,54,23.6,63,40,13,3.37
230.67000000000002,-43.31055555555556,5708,eps,Lup,15,22,40.8,-44,41,22,3.37
131.69375000000002,6.4188888888888895,3482,eps,Hya,8,46,46.5,6,25,8,3.38
193.90041666666664,3.3975,4910,del,Vir,12,55,36.1,3,23,51,3.38
203.67291666666665,0.5961111111111111,5107,zet,Vir,13,34,41.5,0,35,46,3.38
46.29375,38.84027777777778,921,ro,Per,3,5,10.5,38,50,25,3.39
67.16541666666667,15.870833333333334,1412,tet2,Tau,4,28,39.7,15,52,15,3.39
154.27041666666665,-60.66777777777777,4050,,,10,17,4.9,-61,19,56,3.4
22.091250000000002,-42.681666666666665,429,gam,Phe,1,28,21.9,-43,19,6,3.41
60.169999999999995,12.490277777777777,1239,lam,Tau,4,0,40.8,12,29,25,3.41
151.83291666666668,16.7625,3975,eta,Leo,10,7,19.9,16,45,45,3.41
154.17208333333335,23.41722222222222,4031,zet,Leo,10,16,41.3,23,25,2,3.41
207.37583333333333,-40.312222222222225,5190,nu,Cen,13,49,30.2,-41,41,16,3.41
228.07083333333333,-51.90083333333333,5649,zet,Lup,15,12,17,-52,5,57,3.41
240.02999999999997,-37.60305555555556,5948,eta,Lup,16,0,7.2,-38,23,49,3.41
340.365,10.831388888888888,8634,zet,Peg,22,41,27.6,10,49,53,3.41
28.27,29.578888888888887,544,alf,Tri,1,53,4.8,29,34,44,3.42
44.565,-39.69527777777778,897,tet1,Eri,2,58,15.6,-40,18,17,3.42
127.56583333333333,60.71805555555556,3323,omi,UMa,8,30,15.8,60,43,5,3.42
266.6145833333333,27.72083333333333,6623,mu,Her,17,46,27.5,27,43,15,3.42
282.5195833333333,33.36277777777778,7106,bet,Lyr,18,50,4.7,33,21,46,3.42
311.2391666666667,-65.79694444444443,7913,bet,Pav,20,44,57.4,-66,12,11,3.42
105.42958333333333,-26.065,2646,sig,CMa,7,1,43.1,-27,56,6,3.43
286.56166666666667,-3.1175,7236,lam,Aql,19,6,14.8,-4,52,57,3.43
311.32208333333335,61.83888888888889,7957,eta,Cep,20,45,17.3,61,50,20,3.43
12.275,57.816111111111105,219,eta,Cas,0,49,6,57,48,58,3.44
17.147083333333335,-9.817777777777778,334,eta,Cet,1,8,35.3,-10,10,56,3.44
137.74124999999998,-57.033055555555556,3659,,,9,10,57.9,-58,58,1,3.45
154.27374999999998,42.91444444444444,4033,lam,UMa,10,17,5.7,42,54,52,3.45
40.825,3.2358333333333333,804,gam,Cet,2,43,18,3,14,9,3.47
119.19458333333334,-51.01777777777777,3117,chi,Car,7,56,46.7,-52,58,56,3.47
299.68874999999997,19.492222222222225,7635,gam,Sge,19,58,45.3,19,29,32,3.47
258.6616666666667,14.390277777777778,6406,alf1,Her,17,14,38.8,14,23,25,3.48
342.50041666666664,24.601666666666667,8684,mu,Peg,22,50,0.1,24,36,6,3.48
169.61958333333334,33.094166666666666,4377,nu,UMa,11,18,28.7,33,5,39,3.49
228.87541666666667,33.31472222222222,5681,del,Boo,15,15,30.1,33,18,53,3.49
342.1383333333333,-50.683055555555555,8675,eps,Gru,22,48,33.2,-51,19,1,3.49
26.016666666666666,-14.0625,509,tau,Cet,1,44,4,-15,56,15,3.5
250.72375,38.92222222222222,6220,eta,Her,16,42,53.7,38,55,20,3.5
276.74291666666664,-44.031666666666666,6897,alf,Tel,18,26,58.3,-45,58,6,3.51
284.4320833333333,-20.89333333333333,7150,xi2,Sgr,18,57,43.7,-21,6,24,3.51
145.2875,9.892222222222221,3852,omi,Leo,9,41,9,9,53,32,3.52
225.48583333333335,40.39055555555556,5602,bet,Boo,15,1,56.6,40,23,26,3.52
264.39625,-14.60138888888889,6561,xi,Ser,17,37,35.1,-15,23,55,3.52
110.03041666666667,21.98222222222222,2777,del,Gem,7,20,7.3,21,58,56,3.53
149.21541666666667,-53.43222222222222,3940,phi,Vel,9,56,51.7,-54,34,4,3.53
237.40458333333333,-2.5697222222222225,5881,mu,Ser,15,49,37.1,-3,25,49,3.53
55.81166666666667,-8.236666666666666,1136,del,Eri,3,43,14.8,-9,45,48,3.54
67.15375,19.18027777777778,1409,eps,Tau,4,28,36.9,19,10,49,3.54
86.73875,-13.178055555555556,1998,zet,Lep,5,46,57.3,-14,49,19,3.54
124.12875000000003,9.185555555555556,3249,bet,Cnc,8,16,30.9,9,11,8,3.54
173.25041666666667,-30.1425,4450,xi,Hya,11,33,0.1,-31,51,27,3.54
342.4195833333333,66.20055555555555,8694,iot,Cep,22,49,40.7,66,12,2,3.54
4.8566666666666665,-7.176111111111111,74,iot,Cet,0,19,25.6,-8,49,26,3.55
214.85041666666666,-45.94222222222223,5354,iot,Lup,14,19,24.1,-46,3,28,3.55
332.5495833333334,6.197777777777778,8450,tet,Peg,22,10,11.9,6,11,52,3.55
34.127500000000005,-50.48777777777778,674,phi,Eri,2,16,30.6,-51,30,44,3.56
64.47333333333333,-32.20166666666667,1347,ups4,Eri,4,17,53.6,-33,47,54,3.56
169.83499999999998,-13.221388888888889,4382,del,Crt,11,19,20.4,-14,46,43,3.56
230.45125,-35.73861111111111,5705,phi1,Lup,15,21,48.3,-36,15,41,3.56
302.18,-65.81777777777778,7665,del,Pav,20,8,43.2,-66,10,56,3.56
24.497916666666665,48.62833333333333,464,,And,1,37,59.5,48,37,42,3.57
116.11166666666666,24.398055555555555,2985,kap,Gem,7,44,26.8,24,23,53,3.57
234.25583333333333,-27.865000000000002,5794,ups,Lib,15,37,1.4,-28,8,6,3.57
253.08333333333334,-37.9825,6252,mu2,Sco,16,52,20,-38,1,3,3.57
109.52291666666666,16.540277777777778,2763,lam,Gem,7,18,5.5,16,32,25,3.58
275.2633333333333,72.73277777777778,6927,chi,Dra,18,21,3.2,72,43,58,3.58
304.5133333333333,-11.455,7754,alf2,Cap,20,18,3.2,-12,32,42,3.58
